Unnamed: 0,Body,Label
1206,"Hello from BidsToGo.biz
Â 
Hello, 
Privacy policy: To 
      permanently opt out of our mailings simply 
      send a blank email to optout@bidstogo.biz.Â  
  BidsToGo invites you 
visit and exploreÂ 
http://www.bidstogo.biz/, the site 
dedicated to  places to go and
 things to do. You can use
BidsToGo to advertise, sell or auction 
places to go and things to do - and right now it is FREE to make a basic 
listing.
BidsToGo is great for
Â LodgingHotels, bed & breakfasts, resorts, 
      timeshares, vacation rentals, etc.
TravelCruises, yacht charters, rail tours, auto 
      rental, etc.
Vacation packs
    Skiing, outfitters, hunting, fishing, golf, abroad, resorts, 
      etc.
Game tickets
 Football, baseball, basketball, hockey, etc.
Events and Festivals
      Festivals, events, tournaments, races, bowl games, parades, etc.Theme parksDisney World, Busch Gardens, Kings Dominion, 
      Sea World, etc.
ConcertsMusical concerts
TheaterPlays, operas, musicals, etc.
Training
Professional or personal trainingÂ 
Visit http://www.bidstogo.biz/.Â 
Privacy policy: To 
      permanently opt out of our mailings simply 
      send a blank email to optout@bidstogo.biz. 
      Contact
      CustomerService 
      for more information.",1
1207,"
For your safe drive...and keep your safety with PersonalAlcoholDetector..Removal Instructions are at the end of this letter. Thank youFor your safe drive...and keep your safety with Personal Alcohol Detector..Â 
The key technology for the function and performance of 
Personal Alcohol Detector is the gas sensor. Â We  use Advanced MEMS Gas Sensor
with high accuracy.We are a reliable source of alcohol detectors in Korea
and are lookng
for resellers, distributors to represent this product. If you are interested in dealing
please feel free to contact us.Sincerely Yours,Alcohol org
Inc.Mr.Paul SmithTel : 82-2-459-3123Fax : 82-2-3411-3118***Removal Instructions***We respect your privacy and we want you to be happy. If
you wish to unsubscribe from mailing list please click
here. We will never send you again
and apologize for your inconvenience caused.
",1
1208,empty,1
1209,empty,1
1210,"
Prepaid Legal SpecialHow would you like a Top Rated Law Firm working for you, 
your family and your business for only pennies a day? 
 GET YOUR FREE QUOTE
(Takes only 30 seconds!)
 
 ""Whether it's a simple speeding ticket or an extensive Child 
  Custody Case, we cover all 26 areas of the legal system."" 
 Free Court Appearances on Your Behalf 
Unlimited Phone Consultations 
 Review of ALL Your Legal Documents & Contracts 
 Take Care of Credit Problems And that is just the TIP of the iceberg! 
 
CLICK HERE 
to Get Your FREE Consultation Today  !!",1
1211,"During these tough economic times, how do you help a salesperson, a customer service representative, or ANY employee improve his or her effectiveness and productivity if you don't know which SPECIFIC skills, habits or attitudes need to be developed or enhanced? To introduce you to our unique training and development resources, we would like to offer you a free preview copy of any one of the following assessments:Professional Selling SkillMapï¿½
Customer Service SkillMapï¿½
Emotional Effectiveness SkillMapï¿½
Team Building SkillMapï¿½
Professional Communication SkillMapï¿½You can visit us online at  www.frontlinelearning.com  for more information, and you can request your free SkillMap preview at:  http://www.frontlinelearning.com/contactus1.htm Please note: If you are NOT responsible for enhancing employee productivity within your organization, please feel free to forward this message to the appropriate individual(s).
REMOVE INSTRUCTIONS: To remove yourself from our mailing list, click reply and type ""REMOVE"" in the >SUBJECT< Box. ",1
1212,"
a { text-decoration: none; color:#ffcccc }You are just 1 click from The World Of Violence And FORCED SEX
The Brutality Of RAPE!!!CLICK HERE TO SEE
[ CLICK HERE TO UNSUBSCRIBE ]
http://xent.com/mailman/listinfo/fork
",1
1213,"
New Page 1
BUY PRODUCTS70 to 80%
BELOW WHOLESALENEW, AND IN QUANTITIES YOU NEED
A SINGLE UNIT, A PALLET,
  OR A TRUCKLOAD1. Do you consider yourself ""FINANCIALLY SECURE""?
2. Are you still looking for a very Real Business that can provide you and
  your family with the lifestyle you desire and deserve? Or,just a second
  income in your spare time?3. Would you invest $66.50 (A 25% discount off of our regular price of
  $99.95 during this limited time promotion. ) in a business that could make you
  ""FINANCIALLY SECURE""?
If so, read on:
This is not a get rich quick scheme, but, it is a way for you to get into
  a business with a minimal investment and, may be your first step towards a
  rewarding first, or second income. For the longest time, only those, who were
  able to make large investments were able to take advantage of this type of a
  business. We have made it possible for everyone to do it, and at a price
  everyone can afford.Â Corporate America has conditioned us to believe that security comes from
  employment. Yet layoffs are hitting an all time high, major corporations are
  failing and we hope to never become the victims of this downsizing, career
  burn out, illness or injury.
There was a time, when finding another job was not a problem, but today,
  the frightening reality for a lot of people is that ""the
  plastic in their wallets determines the quality of their lives.""
The hard facts show that our economy has moved from the industrial age
  into the INFORMATION, SERVICE AND RETAIL AGE. No longer can you depend on the
  corporation to provide your family with the security you seek.
If you are TIRED OF LIVING FROM PAYCHECK TO PAYCHECK, and are willing to
  work a few hours per week, than this may be for you.
Please read further:
We will show you how you can buy, new, not out of date, products for PENNIES
  on the WHOLESALE DOLLAR. We will not just send a
  list, or catalog of where you can buy, but actual point and click DATABASE
  with hyperlinks to suppliersÃ¿FFFF92 websites and specials pages, with email
  addresses, phone and fax numbers, and their current HOT
  listings. Unlike othersÃ¿FFFF92 distribution businesses where you are provided with
  WHOLESALE CATALOGS, out of date CD's, or lists of Government Auctions that
  sell Jeeps for $10, (which are a myth), we provide an unlimited virtual
  database of items at up to 95% below wholesale from liquidators, not
  wholesalers, that is up-dated on a weekly/daily basis by the suppliers. And
  the products are available for immediate purchase and shipping to you.
This database is designed for the individual or a small business. Although
  there are suppliers in this database selling in large quantities, most are
  selected for their flexability in being willing sell in small quantities at
  great savings (80 to 95% Below Wholesale)
You will be able to buy such items as RCA Stereos that retail for $250.00+
  for $20.00, New Boom Boxes for $12.50 each, Palm Pilots for $39.00, Cell Phone
  Antenna Boosters that sell on TV for $19.95- - for .16 cents, Perfect Pancake
  makers as seen on TV for $19.95, for$6.50, Disney Kids' clothes at $1.85/unit,
  or Pentium computers for as little as $11.00.Â If you would like to see some sample listings and featured specials,
  please email us adddata7080@excite.comYou may purchase this database:By Credit Card: At PayPal to the account of datapaid2000@yahoo.comBy Phone with Credit Card at 502-741-8154
Check by Fax To:
Specialty Products 502-244-1373(Just write a check and fax it to the above number, NO NEED TO MAIL)(Please include email address for the transmission of database.)By Mail:
Specialty Products
210 Dorshire Court
Louisville, KY 40245(Please remember to include a valid email address for the transmission of
  the Database)Â For your protection, we provide a 30 DAY, 100%
  MONEY BACK, SATISFACTION GUARANTEE, if we have misrepresented our
  product.
What do you get for your $66.50 investment:
A, fully executable, database of 100Ã¿FFFF92s of suppliers with hyperlinks to
  their websites, fax and phone numbers and a description of what type of
  product they handle and current product specials.And, ""On-going telephone support during normal business hours.""Â Since this is such a fast changing business, with new products being added
  and deleted on a weekly or even a daily basis, all data will be provided
  within 24 hours of receipt of payment via email file transfer. ( no waiting or
  shipping and handling costs) The $66.50 is your total
  one time cost.
This DATABASE is for individuals who recognize an opportunity to make a
  substantial income. Keep in mind, everyone likes a bargain, and even more so
  when the economy is down. So, even if you just want to buy for your own use, a
  single purchase could repay your initial investment. And, remember we provide
  a 30day, full refund satisfaction guarantee.
We know that this has been a brief description, and you may want
  additional information. You may email us at adddata7080@excite.com
  for additional information and a sample of listings currently being offered by
  various suppliers. (If you give us some idea of what
  types of products interest you, we will try to include some sample listings of
  those products.)We look forward to being of service in your new venture.
Specialty Products
takeoffemaildatabaseclickhere
",1
1214,"You're 
  Bahama Bound! Dear rsharp2, 
Congratulations youâ€™re 
  a winner! 
Youâ€™ve won a chance 
  to receive an all expense paid Florida Vacation. 
  The grand prize will included 5 days and 4 night in Magical Orlando, Florida
  at a world class resort.
But wait there's more! 
  You'll also receive a 3 day 2 night round trip cruise to the Bahamas
  with all of your meals and entertainment included aboard the ship. 
  
You'll also receive a 3 
  day 2 night weekend getaway for 2 in any one of 32
destinations around 
  the world. Youâ€™ll really enjoy your weekend getaway because
  you can take it any time in the next 18 months. 
To enter to win your prize 
  just come to our website and register. 
Click here
 
Thanks for entering our 
  contest and we look forward to seeing you soon. 
Sincerely, 
Emily Rodriguez
P.S. Youâ€™ve got to 
  hurry. If you claim your weekend getaway in 24 hours
  you will also be entered to receive 2 round trip airline tickets.
 So donâ€™t wait, 
  Click here today. 
  To be excluded from future prizes Click 
  here
",1
1215,"Untitled DocumentThis is what are customers are sayingâ€œI was shocked. I can't believe how low the prices are, and the quality of the product is great. I will recommend your site  to everyone I know.â€ 
----------------------------------------------
""
Cartridges were half of my lowest discount store prices. Delivery was in about 3-5  days.
Cartridges work perfectly, so far. I will definitely order againâ€   ------------------------------------------------------------
â€œThe Product is excellent. Ink refill kits, easy to use and saving is substantial!â€  â€œMy order came within three days - much faster than I expected. Definite savings over staples.""
------------------------------------------------------------
""Cheaper than any place else in town. Why buy new cartridges when you can get perfectly good results with refills for about 20% of original cost.â€  
Savings are real. CLICK HERE
To be removed from our mailing list click on the link below  and you will be removed from future mailings click here.
",1
1216,"You are receiving this because we have 
exchanged e-mails
in
the past or your e-mail address is on file. If you wish to be 
removed,
removal
instructions are at the end of this message.Yes, that's right! We guarantee you a
check!Hello, this is
SteveÂ inÂ Georgia, USA. I hope this email finds you and 
yours in
good
health.I have something for you to read that will interest 
you! Thank
You
for your time.Answer six 
simple
questions and we guarantee you a check!Â 
1Â Â Â  Â Â Â  Your
name2Â Â Â  Â Â Â  
phone3Â Â Â 
Â Â Â  email4Â Â Â  
Â Â Â  time you
can
be reached5Â Â Â  Â Â Â  Do you have 
10 hours
per
week to work?6Â Â Â  Â Â Â  How much 
do you
desire
to earn per
month?Â Â Â Â Â Â Â Â Â Â Â 
Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â 
Send Your Info To:Â earn_1000_per_week@btamail.net.cn
TYPEÂ Â  ""$1000"" as your subject
please!
Â 
A successful friend of mine called to inform me 
thatÂ an
exclusive
recruiting software called The A-B-C Wealth Building
SystemÂ would revolutionize networking as we now 
know it.Â 
He
asked me to simply reply with the answers to the SIX simple 
questions and
they
would set up an Internet Business for me for 
FREE,Â it would
cost me
zero to do it AND they guaranteed me a check before I spent a 
dime!
I
am glad I trusted him because I would normally ignore a pitch 
like that
cause
its sounded to good to be true. I appeased him and replied with 
the answers
to
the SIX simple questions, then they set up my business for me 
fro
FREE!I
am grateful I did! I now have over 120 folks in my powerline in 
less than a
week
and growing like crazy. They were recruited and placed there by 
this new
software and the A-B-C Team. It blew my mind and I've already 
made money
without
doing anything. Replying withÂ my infoÂ was all it took; 
see for
yourself. Your PowerLine will grow like MAD! You can bet I will 
learn even
more
about The A-B-C Wealth Building SystemÂ . This incredible 
software has
only
been in use forÂ 6 weeks!This is by far the best 
system I
have
seen in 12 years in this business!Now even those who have 
never made
money
before ARE!Now that I've done my part by alerting 
you to this
awesome opportunity, the rest is up to you. You owe it to 
yourself to
reply with the answers to the SIX simple 
question, let them
set
up your Internet Business for FREE and see what happens 
REGARDLESS OF WHAT
PROGRAM YOU'RE PRESENTLY WORKING.NOTE: The first in gets the most spill in a 
Powerline.
Powerline means one under the other down one line. So if 100 
people join
from
this email and you are first, you will have 99 
people in
your
powerline, if your the 50th you will have 49,if your the 90th 
you will have
10.
So on and so on!So needless to say go fast, 
reply right now,
Â get your free spot in the powerline and let this 
system go to
work for you like it is has been doing for all of 
us!
FOLKS THIS SYSTEM WORKS LIKE A CHARM AND 
COSTS NOTHING SO
PUT
IT TO THE TEST!TRY IT AND YOU WILL BE AMAZED! I 
SURE
AM!Answer six 
simple questions
and
we guarantee you a check!Â 
1Â Â Â  Â Â Â  Your
name2Â Â Â  Â Â Â  
phone3Â Â Â 
Â Â Â  email4Â Â Â  
Â Â Â  time you
can
be reached5Â Â Â  Â Â Â  Do you have 
10 hours
per
week to work?6Â Â Â  Â Â Â  How much 
do you
desire
to earn per
month?Â Â Â Â Â Â Â Â Â Â Â 
Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â Send Your Info 
To:Â 
earn_1000_per_week@btamail.net.cn
TYPEÂ Â 
""$1000"" as your subject
please!Â Â The
Success Team 2002
Regards,Steve Ga, 
USA
Â 
RemovalÂ Â Further 
transmissions to you
by
the sender of this 
email
may be 
stopped at no cost
to
you by sending 
a blank email
with
""removeplease""Â in
the subjectÂ to
removeplease@excite.comÂ .Â  We honor all remove requests
at once. ",1
1217,"Dear Dr. Schaefer:I would greatly appreciate a reprint of your article entitledwhich appeared in Sincerely Yours,
 message: this girls pussy is so wet...she squirts!!http://webcamzz.dr.aggo here to watch her webcam!her name is Ginger-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-Sightings mailing list
Spamassassin-Sightings@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-sightings
",1
1218,empty,1
1219,"SUBJECT: 
                   Urgent Concern Pls.I am a serious officer with one of our main branches of CITI BANK,
consumer Banking Department. Although we didn't have previous correspondence till date.
However, based on the standard value place on everything about you,  I believed we could discuss, analyze and execute this transaction.The transaction is thus:
I've a wealthy client, an American Citizen who had been residing in West Africa for decades now, he operates a fix deposit account with us which I am his account officer, and also 
receives standing orders  for his chains of dividends share.
However, this client Mr. David Brown died as an  out come of Heart attack,and the funds in his current account has  been claimed by his family, who had gone back finally to USA.
At the end of Fiscal year, March 2001, an  accumulated share of US$12.360M was transferred into his account from the Stock Exchange.
This was alone the instructions we issued to the Stock House to dispose all his stocks.Now the funds has arrived, I needed an associate whom I would present as the inheritor of this fund i.e. Associate partner of Mr. David Brown so as to receive this fund.
Please note, his family has left since,and never  know about this stocks in the exchange and the funds has subsequently matured in his Fix Deposit Account, so I as the account officer 
has prepared all documents for easy claims of this fund.
Immediately, you reach me, I will furnish you  with further details and then negotiate on the sharing ratio once you show your sincere involvement to go along with me. It will be of 
need for you to furnish me also your personal phone and fax  numbers for urgent
messages. 
I am anxiously waiting to hear your consent. Be guided.Thanking you .Yours sincerely,Dave Framo.
-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie
",1
1220,"To: yyyy@netnoteinc.com
############################################
#                                          #
#       Adult Online Super Store           #
#              Shhhhhh...                  #
#     You just found the Internet's        #
#          BEST KEPT SECRET!!!             #
#    3 Vivid DVDs Absolutely FREE!!!       #
#                                          #
############################################If you haven't seen it yet... we are offering a
new weekly selection absolutely FREE Adult DVDs
AND VIDEOS NO PURCHASE NECESSARY!!!!! GO TO: http://209.203.162.20/8230/Everything must go!!! Additional Titles as
low as $6.97>>>>>>>>>NO PURCHASE NECESSARY! <<<<<<<<<<<############################################
#                                          #
#  Don't forget to forward this email to   #
#  all your friends for the same deal...   #
#  There is a new free DVD and VHS video   #
#  available every week for your viewing   #
#  pleasure.                               #
#                                          #
############################################Removal Instructions:You have received this advertisement because you have opted in to receive 
free adult internet offers and specials through our affiliated websites. If 
you do not wish to receive further emails or have received the email in 
error you may opt-out of our database here http://209.203.162.20/optout.html 
. Please allow 24 hours for removal.This e-mail is sent in compliance with the Information Exchange Promotion 
and Privacy Protection Act. section 50 marked as 'Advertisement' with valid 
'removal' instruction.axnaefpgdoyeffbpbfq
",1
1221,"Mother Natures all Natural Marital Aid for Men and Women - Your's Risk Free!
The all natural safe formula for men and women your's risk free for 30 days. Mother Nature's wonder pill of the 21st century.
Increased SensationIncreased Frequency
Increased PleasureIncreased Desire
Increased StaminaIncreased Libido
Both male and female formulas!
Order Your  Trial Today !
to depart from further contacts
Click Herephillipm",1
1222,"Dear Consumers, Increase your Business Sales! How??By targeting millions of buyers via e-mail !! 25 MILLION EMAILS + Bulk Mailing Software For Only $150.00super low price! ACT NOW !!!Our Fresh Addresses Will Bring You Incredible Results!If you REALLY want to get the word out regardingyour services or products, Bulk Email is the BEST way to do so, PERIOD! Advertising in newsgroups is good but you're competing with hundreds even THOUSANDSof other ads. Will your customer's see YOUR ad in the midst of all the others?Free Classifieds? (Don't work)Web Site? (Takes thousands of visitors)Banners? (Expensive and iffy)E-Zine? (They better have a huge list)Search Engines? (Easily buried with thousands of others)Bulk Email will allow you to DIRECTLY contact yourpotential customers. They are much more likely totake the time to read about what you have to offer if it was as easy as reading it via email ratherthan searching through countless postings in newsgroups.The list's are divided into groups and are compressed. This will allow you to use the names right off the cd. ORDER IN THE NEXT 72 hours AND RECIEVE 4 BONUSES!!ORDER IN THE NEXT 48 HOURS AND RECIEVE FULL TECHNICAL SUPPORT !!!ACT NOW !!!!!!!!!!!!!!*BONUS #1 Receive an additional cd-rom with millions of fresh, deliverable general internet e-mail addresses free!! *BONUS #2 Receive 2000 how to books, reports and manuals on cd-rom withreprint resale rights! Produce for pennies and resell for BIG dollars! *BONUS #3 Receive the Mass Mailer bulk delivery software, with fulloperating instructions. This software will get the mail out QUICK! *BONUS #4 Receive the Informational Guide to bulk e-mail. This guide will give you all the information you need to get started! THIS IS A ONE TIME PACKAGE DEAL WORTH HUNDREDS OF DOLLARS!! ACT NOW! THIS IS A LIMITED TIME OFFER! ORDER WHILE SUPPLIES LAST! RECEIVE THIS DREAM PACKAGE FOR THE UNBELIEVABLE LOW, LOW PRICE OF ONLY $150.00ORDERING INFORMATION:CHECK BY FAX SERVICES OR CREDIT CARD INFO: O R D E R N O W . . . SAME DAY SERVICE (M-F) if your orderis received before 3pm Central . To place an order, you can call us at: 1-308-650-5905 ext 121 Are fax your order to 1-415-873-2700 This Number is for credit Card Orders Only!!!CHECK BY FAX SERVICES!__________________________________________To order, via credit card simply cut/paste and print out theEZ ORDER FORM below and fax to our office today.***** NOW ONLY $150! *****This ""Special Price"" is in effect for the next seven days,after that we go back to our regular price of $250.00 ...Don't delay... you can be in business tomorrow! We accept Visa, Mastercard, Amex, Disc and Checks by Fax.----------------------Cut & Paste-------------------------------------------EZ Order Form---------------------_____Yes! I want everything! I am ordering within 72 hours.Include my FREE ""Business On A Disk"" bonus along with your Millions of E-Mail addresses on CD (plus 1,093,808 bonus addresses)for the special price of only $150.00 + shipping as indicatedbelow._____Yes! I missed the 72 hour special, but I am orderingCD WITH, super clean e-mail addresses within 7 days for the""special"" price of only $250.00 + s&h._____Oop's I missed the 72 hour and 7 day ""specials"". I amordering The Cd at the regular price of $250.00 + s&h.***PLEASE SELECT YOUR SHIPPING OPTION***____I would like to receive my package FedEx OVERNIGHT. I amincluding $15 for shipping. (Hawaii & Alaska $20 - Canada $25,all other International add an *additional* $25 [$40 total] for shipping)____I would like to receive my package FedEx 2 DAY delivery.I'm including $10 for shipping. (Sorry no Canada or Internationaldelivery - Continental U.S. shipping addresses only)***Please Print Carefully***NOTE: Orders cannot be shipped without complete informationincluding your signature. No exceptions!NAME____________________________________________________COMPANY NAME____________________________________________ADDRESS_________________________________________________(FedEx can only ship to street addresses - no P.O. boxes)CITY, STATE, ZIP________________________________________PHONE NUMBER____________________________________________(required for shipping & tracking) EMAIL ADDRESS___________________________________________(Print Carefully - required in case we have a question and tosend you a confirmation that your order has been shipped and for technical support if you order within 24 hrs) TYPE OF CREDIT CARD:______VISA _____MASTERCARD ______AMEX ______DISCCREDIT CARD# __________________________________________EXPIRATION DATE________________________________________NAME ON CARD___________________________________________TOTAL AMOUNT (Including Shipping): $___________________DATE:x__________________(Required) SIGNATURE:x_________________________________I understand that I am purchasing the e-mail address on CD,and authorize the above charge to my credit card, the addresses are not rented, but are mine to use for my own mailing, over-and-over. Free bonuses are included, but cannot be considered part of the financial transaction. I understand that it is my responsibility to comply with any laws applicable to my local area. As with all software, once opened the CD may not be returned, however, if found defective it will be replaced with like product at no charge.O R D E R N O W . . . SAME DAY SERVICE (M-F) if your orderis received before 3pm Central . To place an order, you can call us at: 1-308-650-5905 ext 121 Are fax your order to1-415-873-2700 This Number is for credit Card Orders Only!!!CHECK BY FAX SERVICES!If you would like to fax a check, paste your check below and fax it to our office along with the EZ Order Form forms to: 1-415-873-2700 *************************************************************24 HOUR FAX SERVICES*** PLEASE PASTE YOURCHECK HERE AND FAX IT TO US AT 1-415-873-2700 **********************************************************If You fax a check, there is no need for you to mail theoriginal. We will draft a new check, with the exactinformation from your original check. All checks will beheld for bank clearance. (7-10 days) Make payable to: ""S.C.I.S""-=-=-=-=--=-=-=-=-=-=-=offlist Instructions=-=-=-=-=-=-=-=-=-=-=-=**************************************************************Do not reply to this message - mailto:nomomail@flashmail.com?Subject=offnowc
**************************************************************",1
1223,"Greetings! You are receiving this letter because you have expressed an interest in
receiving information about online business opportunities. If this is
erroneous then please accept my most sincere apology. This is a one-time
mailing, so no removal is necessary. If you've been burned, betrayed, and back-stabbed by multi-level
marketing, MLM, then please read this letter. It could be the most
important one that has ever landed in your Inbox. MULTI-LEVEL MARKETING IS A HUGE MISTAKE FOR MOST PEOPLE MLM has failed to deliver on its promises for the past 50 years. The
pursuit of the ""MLM Dream"" has cost hundreds of thousands of people their
friends, their fortunes and their sacred honor. The fact is that MLM is
fatally flawed, meaning that it CANNOT work for most people. The companies and the few who earn the big money in MLM are NOT going to
tell you the real story. FINALLY, there is someone who has the courage to
cut through the hype and lies and tell the TRUTH about MLM. HERE'S GOOD NEWS There IS an alternative to MLM that WORKS, and works BIG! If you haven't
yet abandoned your dreams, then you need to see this. Earning the kind of
income you've dreamed about is easier than you think! With your permission, I'd like to send you a brief letter that will tell
you WHY MLM doesn't work for most people and will then introduce you to
something so new and refreshing that you'll wonder why you haven't heard
of this before. I promise that there will be NO unwanted follow up, NO sales pitch, no one
will call you, and your email address will only be used to send you the
information. Period. To receive this free, life-changing information, simply click Reply, type
""Send Info"" in the Subject box and hit Send. I'll get the information to
you within 24 hours. Just look for the words MLM WALL OF SHAME in your
Inbox. Cordially, Looking4Money P.S. Someone recently sent the letter to me and it has been the most
eye-opening, financially beneficial information I have ever received. I
honestly believe that you will feel the same way once you've read it. And
it's FREE! 
",1
1224,empty,1
1225,"WANT TO MAKE MONEY?
 
$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$$
 
HOT BUSINESS OPPERTUNITY AVAILABLE
fOR THOSE WHO QUALIFY...
 
1.  MUST BE A UNITED STATES RESIDENT
 
2.  MUST BE 21 YEARS OF AGE OR OVER.
 
YOU WILL SHARE IN DIALYSIS CENTERS OF AMERICA
LATEST CASH INCOME STREAM.
 
EARN OVER 30% RETURN ON YOUR MONEY!
INTEREST PAID ANNUALLY!
COMPLETELY LEGAL.
 
TO FIND OUT ALL THE HOW'S AND WHY'S,
REPLY TODAY WITH YOUR NAME, STATE AND COMPLETE PHONE 
NUMBER.  DETAILS WILL SOON FOLLOW!-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
webmake-talk mailing list
webmake-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/webmake-talk
",1
1226,"To: yyyy@netnoteinc.com
############################################
#                                          #
#       Adult Online Super Store           #
#              Shhhhhh...                  #
#     You just found the Internet's        #
#          BEST KEPT SECRET!!!             #
#    3 Vivid DVDs Absolutely FREE!!!       #
#                                          #
############################################If you haven't seen it yet... we are offering a
new weekly selection absolutely FREE Adult DVDs
AND VIDEOS NO PURCHASE NECESSARY!!!!! GO TO: http://209.203.162.20/8230/Everything must go!!! Additional Titles as
low as $6.97>>>>>>>>>NO PURCHASE NECESSARY! <<<<<<<<<<<############################################
#                                          #
#  Don't forget to forward this email to   #
#  all your friends for the same deal...   #
#  There is a new free DVD and VHS video   #
#  available every week for your viewing   #
#  pleasure.                               #
#                                          #
############################################Removal Instructions:You have received this advertisement because you have opted in to receive 
free adult internet offers and specials through our affiliated websites. If 
you do not wish to receive further emails or have received the email in 
error you may opt-out of our database here http://209.203.162.20/optout.html 
. Please allow 24 hours for removal.This e-mail is sent in compliance with the Information Exchange Promotion 
and Privacy Protection Act. section 50 marked as 'Advertisement' with valid 
'removal' instruction.kpjxxyrsjsnapbhilmbgsnenma
",1
1227,"Email marketing - if done right - is both highly effective and amazingly cost effective.  OK, it can be 
downright PROFITABLE.  If done right.Imagine sending your sales letter to one million, two million, ten million or more prospects during 
the night.  Then waking up to sales orders, ringing phones, and an inbox full of freshly qualified 
leads.We've been in the email business for over seven years now.Our lists are large, current, and deliverable.  We have more servers and bandwidth than we currently 
need.  That's why we're sending you this note.  We'd like to help you make your email marketing 
program more robust and profitable.Please give us permission to call you with a proposal custom tailored to your business.  Just fill out 
this form to get started:Name _______________________Email Address ________________Phone Number ________________URL or Web Address ___________I think you'll be delighted with the bottom line results we'll deliver to your company.Click Here: mailto:batch1@btamail.net.cn?subject=Inquiry-Including-Contact-InfoThank You!Remove requests Click Here: mailto:batch1@btamail.net.cn?subject=remove-b2b-listlicatdcknjhyynfrwgwyyeuwbnrqcbh
",1
1228,"Email marketing - if done right - is both highly effective and amazingly cost effective.  OK, it can be 
downright PROFITABLE.  If done right.Imagine sending your sales letter to one million, two million, ten million or more prospects during 
the night.  Then waking up to sales orders, ringing phones, and an inbox full of freshly qualified 
leads.We've been in the email business for over seven years now.Our lists are large, current, and deliverable.  We have more servers and bandwidth than we currently 
need.  That's why we're sending you this note.  We'd like to help you make your email marketing 
program more robust and profitable.Please give us permission to call you with a proposal custom tailored to your business.  Just fill out 
this form to get started:Name _______________________Email Address ________________Phone Number ________________URL or Web Address ___________I think you'll be delighted with the bottom line results we'll deliver to your company.Click Here: mailto:batch1@btamail.net.cn?subject=Inquiry-Including-Contact-InfoThank You!Remove requests Click Here: mailto:batch1@btamail.net.cn?subject=remove-b2b-listvkmoitjkwtwgpxprfmsmqeywcuar
",1
1229,empty,1
1230,"
Hunza BreadHunza Bread
Home made Hunza Bread is a simple, delicious and nutritious bread that is easily 
prepared in just 5 minutes  using a few ingredients that have 
always been universally available. The taste of this bread is wonderful.
HUNZA BREAD Miraculously Stops Your Appetite And Hunger and is based on a 2000 
year old recipe
The Hunzas are considered to be the healthiest people on earth. This bread is the 
main part of their diet.
CLICK HERE to learn more about 
these  astounding people and their delicious, 
nutritious and easy to prepare home made health bread that suppresses  your appetite. ",1
1231,"go..  jm@netnoteinc.com
Ink Price________________________________________________________________________________________
If you would 
  not like to get more spacial offers from us, please CLICK 
  HERE or HERE and you request 
  will be honored immediately!
  ________________________________________________________________________________________
 
dptehbkumnjnuodqcbhuphmmmxplynovkuighl
",1
